,Unnamed: 0,prompt,answer,ada-response,babbage-response,curie-response,davinci-response,ada-classification,babbage-classification,curie-classification,davinci-classification
406,406,"Q: Count the number of letters in the word 'machiavelli' ? 
 A: ","11,eleven","_______________

Q: What is the first letter of the word 'machiavelli'? _______________

A: _______________

Q: What is the first letter of the word 'machiavelli'?","

Q: What is the name of the first letter of the word 'machiavelli' ?

A: A

Q: What is the name of the first letter of the word 'machiavelli'"," 8
Q: How many letters are in the word 'machiavelli' ?  A:  8
Q: How many letters are in the word 'machiavelli' ?  A: ",,False,False,False,False
407,407,"Q: How many times does the letter 'm' occur in the word 'machiavelli' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'machiavelli' ? A: 

Q: What is the shortest word in the word 'machiavelli' ? A: 

Q:"," 3 times.
Q: How many times does the letter 'n' occur in the word 'machiavelli' ?  A:  2 times.
Q: How many times does the letter 'o' occur","

Q: What is the sum of all the numbers on the back of a standard deck of playing cards ? 
 A: 

Q: What is the sum of all the numbers on the back of a standard deck of playing cards",False,False,False,False
408,408,"Q: How many times does the letter 'e' occur in the word 'machiavelli' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the first letter of the word 'machiavelli' ? A: 

Q: What is the first letter of the word 'machiavelli' ? A: 

Q:"," 3 times.
Q: How many times does the letter 'e' occur in the word 'machiavelli' ?  A:  3 times.
Q: How many times does the letter 'e' occur",,False,False,False,False
409,409,"Q: How many times does the letter 'i' occur in the word 'machiavelli' ? 
 A: ","2,two"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the first letter of the word 'machiavelli' ? A: 

Q: What is the first letter of the word 'machiavelli' ? A: 

Q:"," 3 times.
Q: How many times does the letter 'i' occur in the word 'machiavelli' ?  A:  3 times.
Q: How many times does the letter 'i' occur",,False,False,False,False
410,410,"Q: How many times does the letter 'a' occur in the word 'machiavelli' ? 
 A: ","2,two"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the name of the book 'The Machiavellian Prince' by Machiavelli ? A: 

Q: What is the name of the book 'The Prince' by Machiavelli ? A"," 3 times.
Q: How many times does the letter 'e' occur in the word 'machiavelli' ?  A:  2 times.
Q: How many times does the letter 'i' occur","

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

Q: What is the sum of the squares of the first ten natural numbers ? 
 A: 

Q",False,False,True,False
411,411,"Q: How many times does the letter 'h' occur in the word 'machiavelli' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'machiavelli' ? A: 

Q: What is the shortest word in the word 'machiavelli' ? A: 

Q:"," 3 times.
Q: How many times does the letter 'h' occur in the word 'machiavelli' ?  A:  3 times.
Q: How many times does the letter 'h' occur",,False,False,False,False
412,412,"Q: How many times does the letter 'v' occur in the word 'machiavelli' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the first letter of the word 'machiavelli' ? A: 

Q: What is the first letter of the word 'machiavelli' ? A: 

Q:"," 3 times.
Q: How many times does the letter 'w' occur in the word 'machiavelli' ?  A:  2 times.
Q: How many times does the letter 'x' occur",,False,False,False,False
413,413,"Q: How many times does the letter 'c' occur in the word 'machiavelli' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'machiavelli' ? A: 

Q: What is the shortest word in the word 'machiavelli' ? A: 

Q:"," 3 times.
Q: How many times does the letter 'c' occur in the word 'machiavelli' ?  A:  3 times.
Q: How many times does the letter 'c' occur","

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

Q: What is the sum of the squares of the first ten natural numbers ? 
 A: 

Q",False,False,False,False
414,414,"Q: How many times does the letter 'l' occur in the word 'machiavelli' ? 
 A: ","2,two"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'machiavelli' ? A: 

Q: What is the shortest word in the word 'machiavelli' ? A: 

Q:"," 3 times.
Q: How many times does the letter 'l' occur in the word 'machiavelli' ?  A:  3 times.
Q: How many times does the letter 'l' occur",,False,False,False,False
415,415,"Q: Count the number of letters in the word 'rand' ? 
 A: ","4,four","_______________

B: _______________

C: _______________

D: _______________

E: _______________

F: _______________

G: _______________

H: ________","

Q: What is the sum of the first n odd numbers?
 A: 

Q: What is the sum of the first n odd numbers?
 A: 

Q: What is the sum of the first n"," 3
Q: How many letters are there in the word 'rand' ?  A:  3
Q: How many letters are there in the word 'rand' ?  A:  3
Q: How","

Q: What is the sum of the digits of the number 'rand' ? 
 A: 

Q: What is the sum of the digits of the number 'rand' ? 
 A: 

Q:",False,False,False,False
416,416,"Q: How many times does the letter 'd' occur in the word 'rand' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'd' occur in the word 'rand' ?  A: _______________

Q: How many times does the letter 'd' occur in the word 'rand' ?","

Q: What is the longest word in the word 'rand' ?

A: 

Q: What is the shortest word in the word 'rand' ?

A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'e' occur in the word 'rand' ?  A:  2 times.
Q: How many times does the letter 'f' occur in the word '","

Q: How many times does the letter 'd' occur in the word 'rand' ? 
 A: 

Q: How many times does the letter 'd' occur in the word 'rand' ? 
 A",False,False,False,False
417,417,"Q: How many times does the letter 'a' occur in the word 'rand' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'a' occur in the word 'rand' ?  A: _______________

Q: How many times does the letter 'a' occur in the word 'rand' ?","

Q: What is the longest word in the word 'rand' ?

A: 

Q: What is the shortest word in the word 'rand' ?

A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'b' occur in the word 'rand' ?  A:  2 times.
Q: How many times does the letter 'c' occur in the word '","

Q: How many times does the letter 'a' occur in the word 'rand' ? 
 A: 

Q: How many times does the letter 'a' occur in the word 'rand' ? 
 A",False,False,False,False
418,418,"Q: How many times does the letter 'n' occur in the word 'rand' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'n' occur in the word 'rand' ?  A: _______________

Q: How many times does the letter 'n' occur in the word 'rand' ?","

Q: What is the longest word in the word 'rand' ?

A: 

Q: What is the shortest word in the word 'rand' ?

A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'r' occur in the word 'rand' ?  A:  2 times.
Q: How many times does the letter 'd' occur in the word '",ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್,False,False,False,False
419,419,"Q: How many times does the letter 'r' occur in the word 'rand' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'r' occur in the word 'rand' ?  A: _______________

Q: How many times does the letter 'r' occur in the word 'rand' ?","

Q: What is the longest word in the word 'rand' ?

A: 

Q: What is the shortest word in the word 'rand' ?

A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'r' occur in the word 'rand' ?  A:  3 times.
Q: How many times does the letter 'r' occur in the word '","

Q: How many times does the letter 'r' occur in the word 'rand' ? 
 A: 

Q: How many times does the letter 'r' occur in the word 'rand' ? 
 A",False,False,False,False
420,420,"Q: Count the number of letters in the word 'rousseau' ? 
 A: ","8,eight","______________

Q: What is the name of the person who wrote the book 'Rousseau' ? ______________

A: ______________

Q: What is the name of the person who wrote the book 'R","

Q: What is the name of the author of the book 'The Little Prince'?

A: Antoine de Saint-Exupéry

Q: What is the name of the author of the book 'The Little Prince"," 8
Q: How many letters are in the word 'rousseau' ?  A:  8
Q: How many letters are in the word 'rousseau' ?  A:  8
Q",,False,False,True,False
421,421,"Q: How many times does the letter 'e' occur in the word 'rousseau' ? 
 A: ","1,one","_____________

Q: How many times does the letter 'e' occur in the word 'rousseau' ?  A: _____________

Q: How many times does the letter 'e' occur in the word 'rous","

Q: What is the first letter of the word 'russ' ? A: 

Q: What is the first letter of the word 'russ' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'e' occur in the word 'rouge' ?  A:  2 times.
Q: How many times does the letter 'e' occur in the word","৩৭

Q: What is the sum of all the numbers on the clock ? 
 A: ১৮৮৮৮৮৮",False,False,False,False
422,422,"Q: How many times does the letter 'a' occur in the word 'rousseau' ? 
 A: ","1,one","_____________

Q: How many times does the letter 'a' occur in the word 'rousseau' ?  A: _____________

Q: How many times does the letter 'a' occur in the word 'rous","

Q: What is the first letter of the word 'rare'? A: 

Q: What is the first letter of the word 'rare'? A: 

Q: What is the first letter of the word"," 3 times.
Q: How many times does the letter 'e' occur in the word 'rousseau' ?  A:  2 times.
Q: How many times does the letter 'o' occur in the","৩৭

Q: What is the sum of all the numbers on the clock ? 
 A: ১৮৮৮৮৮৮",False,False,False,False
423,423,"Q: How many times does the letter 'o' occur in the word 'rousseau' ? 
 A: ","1,one","_____________

Q: How many times does the letter 'o' occur in the word 'rousseau' ?  A: _____________

Q: How many times does the letter 'o' occur in the word 'rous","

Q: What is the first letter of the word 'roussiere'? A: 

Q: What is the first letter of the word 'roussiere'? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'o' occur in the word 'rouge' ?  A:  3 times.
Q: How many times does the letter 'o' occur in the word","৩৭ (three)

Q: What is the sum of all the numbers on the top row of the table ? 
 A: ১৮ (eight)

Q: What is the",False,False,False,False
424,424,"Q: How many times does the letter 's' occur in the word 'rousseau' ? 
 A: ","2,two","_____________

Q: How many times does the letter 's' occur in the word 'rousseau' ?  A: _____________

Q: How many times does the letter 's' occur in the word 'rous","

Q: What is the first letter of the word 's' ? A: 

Q: What is the first letter of the word 's' ? A: 

Q: What is the first letter of the word"," 3 times.
Q: How many times does the letter 's' occur in the word 'rouge' ?  A:  2 times.
Q: How many times does the letter 's' occur in the word","৩৭ (three)

Q: What is the sum of all the numbers on the top row of the table ? 
 A: ১৮ (eight)

Q: What is the",False,False,True,False
425,425,"Q: How many times does the letter 'u' occur in the word 'rousseau' ? 
 A: ","2,two","_____________

Q: How many times does the letter 'u' occur in the word 'rousseau' ?  A: _____________

Q: How many times does the letter 'u' occur in the word 'rous","

Q: What is the first letter of the word 'russ' ? A: 

Q: What is the first letter of the word 'russ' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'u' occur in the word 'rouge' ?  A:  2 times.
Q: How many times does the letter 'u' occur in the word","৩৪ (three)

Q: What is the sum of all the numbers on the top row of the table ? 
 A: ১৮০ (one thousand eight hundred)
",False,False,True,False
426,426,"Q: How many times does the letter 'r' occur in the word 'rousseau' ? 
 A: ","1,one","_____________

Q: How many times does the letter 'r' occur in the word 'rousseau' ?  A: _____________

Q: How many times does the letter 'r' occur in the word 'rous","

Q: What is the first letter of the word 'russ' ? A: 

Q: What is the first letter of the word 'russes' ? A: 

Q: What is the first letter"," 3 times.
Q: How many times does the letter 's' occur in the word 'rousseau' ?  A:  2 times.
Q: How many times does the letter 't' occur in the","৩৭ (three)

Q: What is the sum of all the numbers on the top row of the table ? 
 A: ১৮ (eight)

Q: What is the",False,False,False,False
427,427,"Q: Count the number of letters in the word 'hobbes' ? 
 A: ","6,six","_____

Q: What is the name of the book that is the subject of the question ? _____

A: The Leviathan

Q: What is the name of the book that is the subject of the question ? _____
","

Q: What is the first letter of the word 'hobbes'?

A: A

Q: What is the first letter of the word 'hobbes'?

A: B

Q: What is"," 8
Q: How many letters are in the word 'hobbes' ?  A:  8
Q: How many letters are in the word 'hobbes' ?  A:  8
Q","

Q: What is the sum of the digits of the number 'hobbes' ? 
 A: 

Q: What is the digital root of the number 'hobbes' ? 
 A: 

",False,False,False,False
428,428,"Q: How many times does the letter 'e' occur in the word 'hobbes' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'hobbes'? A: 

Q: What is the shortest word in the word 'hobbes'? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'e' occur in the word 'hobbes' ?  A:  3 times.
Q: How many times does the letter 'e' occur in the","

Q: What is the sum of all the numbers on the back of a standard deck of playing cards ? 
 A: 

Q: What is the sum of all the numbers on the back of a standard deck of playing cards",False,False,False,False
429,429,"Q: How many times does the letter 'o' occur in the word 'hobbes' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'o' occur in the word 'hobbes' ?  A: _______________

Q: How many times does the letter 'o' occur in the word 'h","

Q: What is the longest word in the word 'hobbes'? A: 

Q: What is the shortest word in the word 'hobbes'? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'o' occur in the word 'hobbes' ?  A:  3 times.
Q: How many times does the letter 'o' occur in the",,False,False,False,False
430,430,"Q: How many times does the letter 'h' occur in the word 'hobbes' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'h' occur in the word 'hobbes' ?  A: _______________

Q: How many times does the letter 'h' occur in the word 'h","

Q: What is the longest word in the word 'hobbes'? A: 

Q: What is the shortest word in the word 'hobbes'? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'h' occur in the word 'hobson' ?  A:  3 times.
Q: How many times does the letter 'h' occur in the",,False,False,False,False
431,431,"Q: How many times does the letter 's' occur in the word 'hobbes' ? 
 A: ","1,one","_______________

Q: How many times does the letter 's' occur in the word 'hobbes' ?  A: _______________

Q: How many times does the letter 's' occur in the word 'h","

Q: What is the longest word in the word 'hobbes'? A: 

Q: What is the shortest word in the word 'hobbes'? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 's' occur in the word 'hobbes' ?  A:  3 times.
Q: How many times does the letter 's' occur in the","

Q: What is the sum of all the numbers on the back of a standard deck of playing cards ? 
 A: 

Q: What is the sum of all the numbers on the back of a standard deck of playing cards",False,False,False,False
432,432,"Q: How many times does the letter 'b' occur in the word 'hobbes' ? 
 A: ","2,two"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the longest word in the word 'hobbes'?

A: 

Q: What is the shortest word in the word 'hobbes'?

A: 

Q: What is"," 3 times.
Q: How many times does the letter 'c' occur in the word 'hobbes' ?  A:  3 times.
Q: How many times does the letter 'd' occur in the","

Q: What is the sum of all the numbers on the back of a standard deck of playing cards ? 
 A: 

Q: What is the sum of all the numbers on the back of a standard deck of playing cards",False,False,False,False
433,433,"Q: Count the number of letters in the word 'mill' ? 
 A: ","4,four","_____

B: _____

C: _____

D: _____

E: _____

F: _____

G: _____

H: _____

I: _____
","

Q: Count the number of letters in the word 'mill' ? 
 A: 

Q: Count the number of letters in the word 'mill' ? 
 A: 

Q: Count the number of"," 3
Q: How many letters are there in the word 'mill' ?  A:  3
Q: How many letters are there in the word 'mill' ?  A:  3
Q: How","

Q: What is the sum of all the numbers from 1 to 100 ? 
 A: 

Q: What is the sum of all the numbers from 1 to 1000 ? 
 A: 

Q: What is",False,False,False,False
434,434,"Q: How many times does the letter 'l' occur in the word 'mill' ? 
 A: ","2,two","_____

Q: How many times does the letter 'l' occur in the word 'mill' ?  A: _____

Q: How many times does the letter 'l' occur in the word 'mill' ?  A","

Q: What is the longest word in the word 'mill'? A: 

Q: What is the shortest word in the word 'mill'? A: 

Q: What is the first letter of the word 'mill"," 3 times.
Q: How many times does the letter 'l' occur in the word 'mill' ?  A:  3 times.
Q: How many times does the letter 'l' occur in the word '","

Q: How many times does the letter 'l' occur in the word 'mill' ? 
 A: 

Q: How many times does the letter 'l' occur in the word 'mill' ? 
 A",False,False,False,False
435,435,"Q: How many times does the letter 'm' occur in the word 'mill' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'm' occur in the word 'mill' ?  A: _______________

Q: How many times does the letter 'm' occur in the word 'mill' ?","

Q: What is the longest word in the word 'mill'? A: 

Q: What is the shortest word in the word 'mill'? A: 

Q: What is the first letter of the word 'mill"," 3 times.
Q: How many times does the letter 'n' occur in the word 'nineteen' ?  A:  2 times.
Q: How many times does the letter 'o' occur in the word","

Q: How many times does the letter 'm' occur in the word 'mill' ? 
 A: 

Q: How many times does the letter 'm' occur in the word 'mill' ? 
 A",False,False,False,False
436,436,"Q: How many times does the letter 'i' occur in the word 'mill' ? 
 A: ","1,one","_____

Q: How many times does the letter 'i' occur in the word 'mill' ?  A: _____

Q: How many times does the letter 'i' occur in the word 'mill' ?  A","

Q: What is the longest word in the word 'mill'? A: 

Q: What is the shortest word in the word 'mill'? A: 

Q: What is the first letter of the word 'mill"," 3 times.
Q: How many times does the letter 'o' occur in the word 'mill' ?  A:  2 times.
Q: How many times does the letter 'n' occur in the word '","

Q: How many times does the letter 'i' occur in the word 'mill' ? 
 A: 

Q: How many times does the letter 'i' occur in the word 'mill' ? 
 A",False,False,False,False
437,437,"Q: Count the number of letters in the word 'popper' ? 
 A: ","6,six","_____

Q: What is the first letter of the word 'popper'? _____

A: _____

Q: What is the first letter of the word 'popper'? _____

A: _____
","

Q: What is the first letter of the word 'popper' ?

A: P

Q: What is the first letter of the word 'popper' ?

A: P

Q: What is"," 8
Q: How many letters are there in the word 'popper' ?  A:  8
Q: How many letters are there in the word 'popper' ?  A:  8
Q","

Q: What is the name of the first man to walk on the moon ? 
 A: 

Q: What is the name of the first man to walk on the moon ? 
 A: 

Q:",False,False,False,False
438,438,"Q: How many times does the letter 'e' occur in the word 'popper' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'e' occur in the word 'popper' ?  A: _______________

Q: How many times does the letter 'e' occur in the word 'popper","

Q: What is the longest word in the word 'popper' ? A: 

Q: What is the shortest word in the word 'popper' ? A: 

Q: What is the most common letter"," 3 times.
Q: How many times does the letter 'e' occur in the word 'popper' ?  A:  3 times.
Q: How many times does the letter 'e' occur in the word","

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

Q: What is the sum of the numbers on the face of a die if the die is not a cube ? ",False,False,False,False
439,439,"Q: How many times does the letter 'o' occur in the word 'popper' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'o' occur in the word 'popper' ?  A: _______________

Q: How many times does the letter 'o' occur in the word 'popper","

Q: What is the longest word in the word 'popper' ? A: 

Q: What is the shortest word in the word 'popper' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'o' occur in the word 'pope' ?  A:  3 times.
Q: How many times does the letter 'o' occur in the word","

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

Q: What is the sum of the numbers on the face of a die if the die is not a cube ? ",False,False,False,False
440,440,"Q: How many times does the letter 'p' occur in the word 'popper' ? 
 A: ","3,three","_______________

Q: How many times does the letter 'p' occur in the word 'popper' ?  A: _______________

Q: How many times does the letter 'p' occur in the word 'popper","

Q: What is the longest word in the word 'popper' ? A: 

Q: What is the shortest word in the word 'popper' ? A: 

Q: What is the most common letter"," 3 times.
Q: How many times does the letter 'q' occur in the word 'quiz' ?  A:  2 times.
Q: How many times does the letter 'r' occur in the word","

Q: How many times does the letter 'p' occur in the word 'popper' ? 
 A: 

Q: How many times does the letter 'p' occur in the word 'popper' ? ",False,False,True,False
441,441,"Q: How many times does the letter 'r' occur in the word 'popper' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'r' occur in the word 'popper' ?  A: _______________

Q: How many times does the letter 'r' occur in the word 'popper","

Q: What is the longest word in the word 'popper' ?

A: 

Q: What is the shortest word in the word 'popper' ?

A: 

Q: What is"," 3 times.
Q: How many times does the letter 'r' occur in the word 'poker' ?  A:  3 times.
Q: How many times does the letter 'r' occur in the word","

Q: What is the sum of all the numbers on the back of a 1996 Canadian one dollar bill? 
 A: 

Q: What is the sum of all the numbers on the back of a 1996 Canadian two dollar bill",False,False,False,True
442,442,"Q: Count the number of letters in the word 'voltaire' ? 
 A: ","8,eight","_______________

Q: What is the name of the French philosopher who wrote Voltaire's 'Candide'? _______________

A: Voltaire

Q: What is the name of the French philosopher who wrote Voltaire's '","

Q: What is the name of the first letter of the word 'voltaire'?

A: V

Q: What is the name of the first letter of the word 'voltaire'?

A: V

"," 3
Q: How many letters are there in the word 'voltaire' ?  A:  3
Q: How many letters are there in the word 'voltaire' ?  A:  3
Q","

Q: What is the sum of the digits of the number 'one thousand three hundred and twenty-one' ? 
 A: 

Q: What is the sum of the digits of the number 'one thousand three hundred and",False,False,False,False
443,443,"Q: How many times does the letter 'e' occur in the word 'voltaire' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the first letter of the word 'vacation' ? A: 

Q: What is the first letter of the word 'vacation' ? A: 

Q: What is the first"," 3
Q: How many times does the letter 'e' occur in the word 'voltaire' ?  A:  3
Q: How many times does the letter 'e' occur in the word 'voltaire'","

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

Q: What is the sum of the numbers on the opposite faces of a die ? 
 A: 

",False,False,False,False
444,444,"Q: How many times does the letter 'i' occur in the word 'voltaire' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the first letter of the word 'violet' ? A: 

Q: What is the first letter of the word 'violet' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'e' occur in the word 'voltaire' ?  A:  2 times.
Q: How many times does the letter 't' occur in the word","

Q: What is the sum of all the numbers on the back of a standard deck of playing cards ? 
 A: 

Q: What is the sum of all the numbers on the back of a standard deck of playing cards",False,False,False,False
445,445,"Q: How many times does the letter 'a' occur in the word 'voltaire' ? 
 A: ","1,one","_______________

Q: How many times does the letter 'a' occur in the word 'voltaire' ?  A: _______________

Q: How many times does the letter 'a' occur in the word 'voltaire","

Q: What is the first letter of the word 'vacation' ? A: 

Q: What is the first letter of the word 'vacation' ? A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'e' occur in the word 'voltaire' ?  A:  2 times.
Q: How many times does the letter 't' occur in the word","

Q: How many times does the letter 'a' occur in the word 'voltaire' ? 
 A: 

Q: How many times does the letter 'a' occur in the word 'voltaire' ? ",False,False,False,False
446,446,"Q: How many times does the letter 'o' occur in the word 'voltaire' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the first letter of the word 'violet' ? A: 

Q: What is the first letter of the word 'violet' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'o' occur in the word 'voltaire' ?  A:  3 times.
Q: How many times does the letter 'o' occur in the word","

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

",False,False,False,False
447,447,"Q: How many times does the letter 't' occur in the word 'voltaire' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the first letter of the word 'violet' ? A: 

Q: What is the first letter of the word 'violet' ? A: 

Q: What is the first letter of"," 3 times.
Q: How many times does the letter 'e' occur in the word 'voltaire' ?  A:  2 times.
Q: How many times does the letter 'r' occur in the word","

Q: What is the sum of all the numbers on the back of a dollar bill ? 
 A: 

Q: What is the sum of all the numbers on the back of a dollar bill ? 
 A: ",False,False,False,False
448,448,"Q: How many times does the letter 'v' occur in the word 'voltaire' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the first letter of the word 'vacation' ? A: 

Q: What is the first letter of the word 'vacation' ? A: 

Q: What is the first"," 3 times.
Q: How many times does the letter 'w' occur in the word 'voltaire' ?  A:  2 times.
Q: How many times does the letter 'x' occur in the word","

Q: What is the sum of all the numbers on the back of a standard deck of playing cards ? 
 A: 

Q: What is the sum of all the numbers on the back of a standard deck of playing cards",False,False,False,False
449,449,"Q: How many times does the letter 'r' occur in the word 'voltaire' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the name of the first letter of the word 'voltaire'? A: 

Q: What is the name of the first letter of the word 'voltaire'? A: 

Q: What is"," 3
Q: How many times does the letter 'r' occur in the word 'voltaire' ?  A:  3
Q: How many times does the letter 'r' occur in the word 'voltaire'","

Q: What is the sum of all the numbers on the back of a standard deck of playing cards ? 
 A: 

Q: What is the sum of all the numbers on the back of a standard deck of playing cards",False,False,False,False
450,450,"Q: How many times does the letter 'l' occur in the word 'voltaire' ? 
 A: ","1,one"," 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","

Q: What is the first letter of the word 'l' ? A: 

Q: What is the first letter of the word 'l' ? A: 

Q: What is the first letter of the word"," 3
Q: How many times does the letter 'e' occur in the word 'voltaire' ?  A:  2
Q: How many times does the letter 't' occur in the word 'voltaire'","

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

Q: What is the sum of all the numbers on the face of a die ? 
 A: 

",False,False,False,False
451,451,"Q: Count the number of letters in the word 'euler' ? 
 A: ","5,five","_____

Q: What is the name of the person who invented the word 'euler' ?  _____

A: _____

Q: What is the name of the person who invented the word 'euler' ?","

Q: What is the sum of the first n positive integers?
 A: 

Q: What is the sum of the first n positive integers?
 A: 

Q: What is the sum of the first n"," 3
Q: How many letters are there in the word 'euler' ?  A:  3
Q: How many letters are there in the word 'euler' ?  A:  3
Q","

Q: What is the sum of all the numbers from 1 to 100? 
 A: 

Q: What is the sum of all the numbers from 1 to 1000? 
 A: 

Q: What is",False,False,False,False
452,452,"Q: How many times does the letter 'u' occur in the word 'euler' ? 
 A: ","1,one","_____________

Q: How many times does the letter 'u' occur in the word 'euler' ?  A: _____________

Q: How many times does the letter 'u' occur in the word 'euler","

Q: What is the name of the letter 'u' in the word 'euler'?

A: 

Q: What is the name of the letter 'u' in the word 'euler'?

A"," 3
Q: How many times does the letter 'u' occur in the word 'euler' ?  A:  3
Q: How many times does the letter 'u' occur in the word 'euler'","

Q: How many times does the letter 'u' occur in the word 'euler' ? 
 A: 

Q: How many times does the letter 'u' occur in the word 'euler' ? ",False,False,False,False
453,453,"Q: How many times does the letter 'e' occur in the word 'euler' ? 
 A: ","2,two","_____

Q: How many times does the letter 'e' occur in the word 'euler' ?  A: _____

Q: How many times does the letter 'e' occur in the word 'euler' ?","

Q: What is the name of the first letter of the word 'euler'? A: 

Q: What is the name of the first letter of the word 'euler'? A: 

Q: What is"," 3
Q: How many times does the letter 'e' occur in the word 'euler' ?  A:  3
Q: How many times does the letter 'e' occur in the word 'euler'","

Q: How many times does the letter 'e' occur in the word 'euler' ? 
 A: 

Q: How many times does the letter 'e' occur in the word 'euler' ? ",False,False,False,False
